epoch,total_smiles,valid_smiles,min_similarity,max_similarity,avg_similarity,median_similarity,std_similarity
1,4,4,0.31615336266499056,0.5303113052976516,0.4272094085835423,0.43118648318576347,0.09937161715574869
2,19,19,0.19684447783621337,0.19684447783621337,0.19684447783621337,0.19684447783621337,0.0
3,2,2,0.13902439024390245,0.13902439024390245,0.13902439024390245,0.13902439024390245,0.0
4,0,0,,,,,
5,30,30,0.5035502958579882,0.5482261640798226,0.5356420428452263,0.5388294879009567,0.011747629238938174
6,29,29,0.5304597701149425,0.5482261640798226,0.5382396795523241,0.5396736072031514,0.0064948774274818976
7,23,23,0.5304597701149425,0.5482261640798226,0.5375211547098402,0.5387596899224806,0.006320991657324394
8,35,35,0.5304597701149425,0.5524017467248908,0.5399461522658359,0.5396736072031514,0.006397670991948702
9,21,21,0.5304597701149425,0.5547722342733189,0.5415267282657393,0.5438100621820238,0.006954335144733199
10,36,36,0.5304597701149425,0.5533980582524272,0.5418480034559338,0.5428089858932718,0.006794198251330681
11,36,36,0.5304597701149425,0.5533980582524272,0.5425476666451439,0.5432118492728301,0.006880532489131713
12,24,24,0.5304597701149425,0.5547722342733189,0.5437864619493241,0.5458100558659218,0.006695800243590265
13,34,34,0.5304597701149425,0.5533980582524272,0.5439978474682147,0.5458100558659218,0.006347816278475225
14,30,30,0.5304597701149425,0.5533980582524272,0.5461937576466014,0.5477920626048072,0.005443071048030822
15,34,34,0.5272013460459899,0.5533980582524272,0.543873250132393,0.5458100558659218,0.006103159507485696
16,46,46,0.5304597701149425,0.5525727069351231,0.5431532908384392,0.5437629545882796,0.005985948587347424
17,37,37,0.5304597701149425,0.5525727069351231,0.5431064203187741,0.5438100621820238,0.006157388693287196
18,46,46,0.5304597701149425,0.5525727069351231,0.5421402748308424,0.5418079096045197,0.0063256083781848636
19,46,46,0.5304597701149425,0.5525727069351231,0.5429883198687173,0.5437629545882796,0.00619927434152397
20,39,39,0.5304597701149425,0.5525727069351231,0.5430438168202539,0.5438100621820238,0.006414863864988306
21,36,36,0.5304597701149425,0.5525727069351231,0.5440973661653943,0.5450676479216678,0.0058342651039660414
22,42,42,0.5304597701149425,0.5525727069351231,0.5437692852083605,0.5438100621820238,0.0055560166680761495
23,38,38,0.5304597701149425,0.5525727069351231,0.5438695027135312,0.5438100621820238,0.005407966147847943
